Date,Time,Open,High,Low,Close,Volume,Pos_Rel_To_MA_10,Pos_Rel_To_MA_20,5_Period_Trend,10_Period_Trend,CandleStick_Pattern,Class_10_pips
2017.02.23,14:00,1.05525,1.05696,1.05477,1.05685,6963,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.23,15:00,1.05688,1.05853,1.05622,1.05795,7716,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.23,16:00,1.05795,1.0588,1.05712,1.05813,5610,ABOVE,ABOVE,UPTREND,RANGING,NONE,+10pips
2017.02.23,17:00,1.05812,1.05952,1.0576,1.05941,5096,ABOVE,ABOVE,UPTREND,RANGING,NONE,-10pips
2017.02.23,18:00,1.05942,1.05942,1.05752,1.05854,5576,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.23,19:00,1.05854,1.05888,1.05638,1.05665,3129,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.23,20:00,1.05666,1.05737,1.05641,1.05698,2657,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.23,21:00,1.05698,1.05764,1.05668,1.05724,2129,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.23,22:00,1.05727,1.05825,1.05725,1.05822,1809,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.23,23:00,1.05821,1.05858,1.05774,1.05819,1370,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.24,0:00,1.05818,1.05825,1.05751,1.05776,1167,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.24,1:00,1.05777,1.05862,1.05777,1.05838,1503,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.24,2:00,1.0584,1.0585,1.05735,1.0574,3306,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.24,3:00,1.05741,1.05766,1.05719,1.05745,2849,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.24,4:00,1.05745,1.05748,1.05695,1.05747,2803,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.24,5:00,1.05748,1.05826,1.05746,1.05815,2392,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.24,6:00,1.05815,1.05856,1.05806,1.05811,2328,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.24,7:00,1.0581,1.05832,1.05768,1.05807,2478,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.24,8:00,1.05806,1.05896,1.05766,1.0589,3067,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.24,9:00,1.0589,1.05988,1.05847,1.05956,4343,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.24,10:00,1.05955,1.0604,1.05742,1.05764,5662,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.24,11:00,1.05763,1.05954,1.05706,1.05934,5675,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.24,12:00,1.05933,1.05945,1.05835,1.05925,3846,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.24,13:00,1.05924,1.06103,1.05888,1.0608,5038,ABOVE,ABOVE,RANGING,RANGING,BULLISH_ENGULFING,RANGING
2017.02.24,14:00,1.06079,1.06179,1.06034,1.06088,5865,ABOVE,ABOVE,RANGING,RANGING,BULLISH_ENGULFING,RANGING
2017.02.24,15:00,1.06089,1.06178,1.06053,1.06138,6379,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.24,16:00,1.06138,1.06152,1.05655,1.05719,8799,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.24,17:00,1.05715,1.05899,1.05666,1.05667,6939,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.24,18:00,1.05667,1.0584,1.0566,1.05799,5811,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.24,19:00,1.05799,1.05969,1.05655,1.05686,5083,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.24,20:00,1.05685,1.05775,1.05685,1.05707,3093,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.24,21:00,1.05705,1.05715,1.05571,1.05645,3424,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.24,22:00,1.05646,1.05681,1.05575,1.05616,2653,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.24,23:00,1.05614,1.05623,1.05566,1.05572,1087,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.27,0:00,1.05613,1.05647,1.05592,1.05595,730,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.27,1:00,1.05595,1.05646,1.05517,1.05521,4061,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.27,2:00,1.05523,1.05674,1.05516,1.05649,4018,ABOVE,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.27,3:00,1.05649,1.0575,1.05622,1.05716,4877,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.27,4:00,1.05717,1.05744,1.05653,1.05653,2749,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.27,5:00,1.05654,1.05674,1.05615,1.05618,2332,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.27,6:00,1.05617,1.05709,1.05616,1.05663,3032,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.27,7:00,1.05663,1.0569,1.05631,1.05678,3181,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.27,8:00,1.0568,1.05699,1.05636,1.05683,2450,ABOVE,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.27,9:00,1.05682,1.05823,1.05644,1.05816,4320,ABOVE,ABOVE,UPTREND,RANGING,NONE,-10pips
2017.02.27,10:00,1.05816,1.05877,1.05669,1.05789,5587,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.27,11:00,1.05789,1.05879,1.05766,1.0586,4917,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.27,12:00,1.0586,1.05914,1.05786,1.05822,4257,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.27,13:00,1.05822,1.0587,1.05779,1.0583,3402,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.27,14:00,1.0583,1.05869,1.05805,1.05808,3047,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.27,15:00,1.05809,1.06015,1.05809,1.05988,5148,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.27,16:00,1.05989,1.06081,1.05933,1.05979,5848,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.27,17:00,1.05982,1.06143,1.0588,1.06134,9366,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.27,18:00,1.06133,1.06308,1.06115,1.06252,6716,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.27,19:00,1.0625,1.06291,1.06034,1.06043,4739,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.27,20:00,1.06043,1.06071,1.0589,1.05916,4410,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.27,21:00,1.05917,1.05956,1.05808,1.05885,3385,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.27,22:00,1.05885,1.05917,1.05842,1.05902,2507,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.27,23:00,1.05901,1.05907,1.05847,1.05865,1301,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.28,0:00,1.05861,1.05905,1.0584,1.05868,1004,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.28,1:00,1.05867,1.05874,1.05805,1.05837,1387,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.28,2:00,1.05838,1.05857,1.05674,1.05792,4118,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.28,3:00,1.05792,1.05864,1.05777,1.05837,3179,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.28,4:00,1.05836,1.05866,1.05828,1.05854,2451,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.28,5:00,1.05853,1.05906,1.05813,1.05859,2769,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.28,6:00,1.0586,1.05921,1.05853,1.05885,2215,ABOVE,BELOW,UPTREND,RANGING,NONE,RANGING
2017.02.28,7:00,1.05885,1.05954,1.05866,1.05948,2788,ABOVE,ABOVE,UPTREND,RANGING,NONE,RANGING
2017.02.28,8:00,1.05944,1.06037,1.05935,1.05976,3877,ABOVE,ABOVE,UPTREND,RANGING,NONE,-10pips
2017.02.28,9:00,1.05975,1.06014,1.05843,1.05947,4617,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.28,10:00,1.05948,1.05948,1.05762,1.05845,5379,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.28,11:00,1.05844,1.05942,1.05803,1.05891,4311,ABOVE,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.28,12:00,1.05892,1.06046,1.05847,1.05955,4747,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.28,13:00,1.05958,1.06078,1.05937,1.06026,4355,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.28,14:00,1.06023,1.06057,1.05837,1.05843,4542,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.28,15:00,1.05844,1.06075,1.05843,1.05952,6780,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.28,16:00,1.05952,1.06067,1.05914,1.06059,5869,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.28,17:00,1.06059,1.06302,1.06,1.06254,9138,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.28,18:00,1.06256,1.06301,1.06119,1.06172,6474,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.28,19:00,1.06171,1.06253,1.06049,1.06074,4999,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.28,20:00,1.06073,1.06106,1.05976,1.06016,3761,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.28,21:00,1.06013,1.0605,1.05912,1.05922,4289,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.28,22:00,1.05919,1.0598,1.05864,1.05947,4845,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
